Company Name,Job Title,Location,job_category,salary_in_inr
Target,Data Scientist,Bangalore,Data Scientist,626928.0
down to up,Data Scientist,Bangalore,Data Scientist,600000.0
lnterplast,Data Scientist,Bangalore,Data Scientist,385392.0
Lucidity Consulting Group,Data Scientist,Bangalore,Data Scientist,730068.0
Furlenco,Data Scientist,Bangalore,Data Scientist,260064.0
MagicBricks,Data Scientist,Bangalore,Data Scientist,1706945.0
Exdion,Data Scientist,Bangalore,Data Scientist,601957.0
Happay,Data Scientist,Bangalore,Data Scientist,969321.0
Automation Engineering,Data Scientist,Bangalore,Data Scientist,360000.0
Government Engineering College,Data Scientist,Bangalore,Data Scientist,405591.0
Eigenlytics,Data Scientist,Bangalore,Data Scientist,256932.0
Sears,Data Scientist,Bangalore,Data Scientist,852772.0
AdWyze,Data Scientist,Bangalore,Data Scientist,380808.0
Apptio,Data Scientist,Bangalore,Data Scientist,1500000.0
Accurence,Data Scientist,Bangalore,Data Scientist,1227876.0
EXL Service,Data Scientist,Bangalore,Data Scientist,888153.0
i4u Labs,Data Scientist,Bangalore,Data Scientist,2992992.0
Amara Raja,Data Scientist,Bangalore,Data Scientist,442032.0
IntelliPredikt Technologies,Data Scientist,Bangalore,Data Scientist,602937.0
iFuture Robotics,Data Scientist,Bangalore,Data Scientist,702283.0
pion.ai,Data Scientist,Bangalore,Data Scientist,50613.0
tabdbjsdo,Data Scientist,Bangalore,Data Scientist,1200000.0
Blackhawk Network,Data Scientist,Bangalore,Data Scientist,1600000.0
Allianz,Data Scientist,Bangalore,Data Scientist,295920.0
BT,Data Scientist,Bangalore,Data Scientist,1350349.0
Infosys BPM,Data Scientist,Bangalore,Data Scientist,731081.0
Dun & Bradstreet,Data Scientist,Bangalore,Data Scientist,1904025.0
Zolo,Data Scientist,Bangalore,Data Scientist,1221750.0
HSBC Electronic Data Processing India,Data Scientist,Bangalore,Data Scientist,1622364.0
First Student,Data Scientist,Bangalore,Data Scientist,675288.0
Inventeron Technologies And Business Solutions,Data Scientist,Bangalore,Data Scientist,437437.0
qbeats,Data Scientist,Bangalore,Data Scientist,480000.0
Symphony RetailAI,Data Scientist,Bangalore,Data Scientist,1962431.0
College Internship Program,Data Scientist,Bangalore,Data Scientist,182520.0
Goo-Goo Express Wash,Data Scientist,Bangalore,Data Scientist,337422.0
Careerera,Data Scientist,Bangalore,Data Scientist,1284643.0
Novozymes,Data Scientist,Bangalore,Data Scientist,1841987.0
NeenOpal,Data Scientist,Bangalore,Data Scientist,187920.0
neha gupta,Data Scientist,Bangalore,Data Scientist,500000.0
Sling Media,Data Scientist,Bangalore,Data Scientist,1206266.0
Futureware Technologies,Data Scientist,Bangalore,Data Scientist,415492.0
Fortraiz Infosec,Data Scientist,Bangalore,Data Scientist,823360.0
Confidential,Data Scientist,Bangalore,Data Scientist,1432516.0
Maruti Suzuki,Data Scientist,Bangalore,Data Scientist,360000.0
Maharshi,Data Scientist,Bangalore,Data Scientist,783002.0
HSBC,Data Scientist,Bangalore,Data Scientist,1200000.0
CommerceIQ,Data Scientist,Bangalore,Data Scientist,2207174.0
Wipro,Data Scientist,Bangalore,Data Scientist,1605804.0
Soroco,Data Scientist,Bangalore,Data Scientist,1739484.0
StoneX,Data Scientist,Bangalore,Data Scientist,1634312.0
Pluralsight,Data Scientist,Bangalore,Data Scientist,1850000.0
Indian Statistical Institute,Data Scientist,Bangalore,Data Scientist,325584.0
Samsung Research America,Data Scientist,Bangalore,Data Scientist,1235040.0
Sabre,Data Scientist,Bangalore,Data Scientist,2581613.0
Im a fresher stop asking me,Data Scientist,Bangalore,Data Scientist,1400000.0
Tesco Bengaluru,Data Scientist,Bangalore,Data Scientist,2512238.0
Big Data Science Research,Data Scientist,Bangalore,Data Scientist,742880.0
Collabera,Data Scientist,Bangalore,Data Scientist,511613.0
Gear up,Data Scientist,Bangalore,Data Scientist,1125549.0
Allegion,Data Scientist,Bangalore,Data Scientist,1288025.0
M-SIX Technology,Data Scientist,Bangalore,Data Scientist,1012266.0
Evalueserve,Data Scientist,Bangalore,Data Scientist,2000000.0
InnovatorsBay,Data Scientist,Bangalore,Data Scientist,692376.0
Epsilon,Data Scientist,Bangalore,Data Scientist,1693373.0
Sravathi AI Technology,Data Scientist,Bangalore,Data Scientist,700000.0
Reliance Industries,Data Scientist,Bangalore,Data Scientist,562370.0
GrayMatter Software Services,Data Scientist,Bangalore,Data Scientist,622191.0
Elpis IT Solutions,Data Scientist,Bangalore,Data Scientist,1712858.0
Prodotti Poliplastici,Data Scientist,Bangalore,Data Scientist,506989.0
Sigmoid Analytics,Data Scientist,Bangalore,Data Scientist,975232.0
Acies,Data Scientist,Bangalore,Data Scientist,415492.0
Silfra Technologies,Data Scientist,Bangalore,Data Scientist,740000.0
MiQ,Data Scientist,Bangalore,Data Scientist,1500000.0
Enquero,Data Scientist,Bangalore,Data Scientist,1480908.0
CommerceIQ,Data Scientist,Bangalore,Data Scientist,1203912.0
Safeducate Institute of Learning,Data Scientist,Bangalore,Data Scientist,826553.0
Unbxd,Data Scientist,Bangalore,Data Scientist,2838406.0
Hotify,Data Scientist,Bangalore,Data Scientist,1336995.0
HT Media,Data Scientist,Bangalore,Data Scientist,182520.0
Optimum Info Systems,Data Scientist,Bangalore,Data Scientist,502448.0
Shiv Nadar University,Data Scientist,Bangalore,Data Scientist,613936.0
Tata Health,Data Scientist,Bangalore,Data Scientist,1124740.0
Okay.com,Data Scientist,Bangalore,Data Scientist,214107.0
Deccan Infosystems,Data Scientist,Bangalore,Data Scientist,515891.0
AXA,Data Scientist,Bangalore,Data Scientist,1218576.0
HyperWorks Imaging,Data Scientist,Bangalore,Data Scientist,1555476.0
DataWeave,Data Scientist,Bangalore,Data Scientist,1805869.0
Patrick,Data Scientist,Bangalore,Data Scientist,421444.0
PlayShifu,Data Scientist,Bangalore,Data Scientist,835202.0
Other,Data Scientist,Bangalore,Data Scientist,107054.0
Exponentia DataLabs,Data Scientist,Bangalore,Data Scientist,1200000.0
Mindtree,Data Scientist,Bangalore,Data Scientist,1073886.0
Artigiani Technologies,Data Scientist,Bangalore,Data Scientist,716258.0
Jindal Aluminium,Data Scientist,Bangalore,Data Scientist,480000.0
GE,Data Scientist,Bangalore,Data Scientist,1238390.0
Netradyne,Data Scientist,Bangalore,Data Scientist,1808811.0
Credit Suisse,Data Scientist,Bangalore,Data Scientist,1500000.0
Freelancer,Data Scientist,Bangalore,Data Scientist,1244381.0
Commonwealth Bank of Australia,Data Scientist,Bangalore,Data Scientist,1555054.0
Cepheid,Data Scientist,Bangalore,Data Scientist,963482.0
Talent Zone Consultants,Data Scientist,Bangalore,Data Scientist,240871.0
Starcom Information Technology,Data Scientist,Bangalore,Data Scientist,773836.0
Pexitics,Data Scientist,Bangalore,Data Scientist,1200000.0
Not Applicable,Data Scientist,Bangalore,Data Scientist,802609.0
Equinor,Data Scientist,Bangalore,Data Scientist,2676340.0
Datascribe Technologies,Data Scientist,Bangalore,Data Scientist,1349688.0
Evive,Data Scientist,Bangalore,Data Scientist,1238390.0
IBM,Data Scientist,Bangalore,Data Scientist,502448.0
Akaike Technologies,Data Scientist,Bangalore,Data Scientist,746629.0
Jupiter Money,Data Scientist,Bangalore,Data Scientist,608388.0
Tenzai,Data Scientist,Bangalore,Data Scientist,626402.0
Grab,Data Scientist,Bangalore,Data Scientist,490608.0
Pratilipi,Data Scientist,Bangalore,Data Scientist,3447524.0
PK,Data Scientist,Bangalore,Data Scientist,1330194.0
Shashank Medi Pharma,Data Scientist,Bangalore,Data Scientist,235379.0
Skandiabanken,Data Scientist,Bangalore,Data Scientist,2046452.0
Rashi Information Services,Data Scientist,Bangalore,Data Scientist,417954.0
NielsenIQ,Data Scientist,Bangalore,Data Scientist,1105385.0
Practo Technologies,Data Scientist,Bangalore,Data Scientist,1727725.0
Analytics India Magazine,Data Scientist,Bangalore,Data Scientist,1605804.0
Couture AI,Data Scientist,Bangalore,Data Scientist,2100000.0
Capital One,Data Scientist,Bangalore,Data Scientist,321156.0
Mate Labs,Data Scientist,Bangalore,Data Scientist,835202.0
Cognizant Technology Solutions,Data Scientist,Bangalore,Data Scientist,433436.0
Litifer,Data Scientist,Bangalore,Data Scientist,125388.0
vitrana,Data Scientist,Bangalore,Data Scientist,1000000.0
o9 Solutions,Data Scientist,Bangalore,Data Scientist,1070536.0
Nuartin Labs,Data Scientist,Bangalore,Data Scientist,2508152.0
Gradatim,Data Scientist,Bangalore,Data Scientist,722247.0
Latitude Fintech,Data Scientist,Bangalore,Data Scientist,1012266.0
D&B Technologies,Data Scientist,Bangalore,Data Scientist,480000.0
LTI,Data Scientist,Bangalore,Data Scientist,266039.0
BankBazaar,Data Scientist,Bangalore,Data Scientist,1022786.0
Rapido,Data Scientist,Bangalore,Data Scientist,380808.0
GCC services,Data Scientist,Bangalore,Data Scientist,1237215.0
Dayananda Sagar College of Engineering,Data Scientist,Bangalore,Data Scientist,618607.0
IceCream Labs,Data Scientist,Bangalore,Data Scientist,301464.0
First American Financial Corporation,Data Scientist,Bangalore,Data Scientist,835202.0
Pivosys Technologies,Data Scientist,Bangalore,Data Scientist,900000.0
Vmoksha Technologies,Data Scientist,Bangalore,Data Scientist,499807.0
AMCORE Financial,Data Scientist,Bangalore,Data Scientist,1800000.0
HiLabs,Data Scientist,Bangalore,Data Scientist,1962026.0
Fiserv,Data Scientist,Bangalore,Data Scientist,1237215.0
Swetapadma Das,Data Scientist,Bangalore,Data Scientist,300000.0
Cognizant,Data Scientist,Bangalore,Data Scientist,325584.0
Darshan Soft-Tech,Data Scientist,Bangalore,Data Scientist,306968.0
Ziafa Technologies,Data Scientist,Bangalore,Data Scientist,571859.0
Webi7,Data Scientist,Bangalore,Data Scientist,934860.0
Prakshep,Data Scientist,Bangalore,Data Scientist,903012.0
IIT Madras,Data Scientist,Bangalore,Data Scientist,2000000.0
Deutsche Bank,Data Scientist,Bangalore,Data Scientist,1539717.0
Giftiicon,Data Scientist,Bangalore,Data Scientist,792197.0
Synechron,Data Scientist,Bangalore,Data Scientist,1099231.0
Postman,Data Scientist,Bangalore,Data Scientist,1454222.0
American Express,Data Scientist,Bangalore,Data Scientist,472140.0
Zoomcar,Data Scientist,Bangalore,Data Scientist,1252803.0
AmberTAG Analytics,Data Scientist,Bangalore,Data Scientist,347314.0
Cisco Systems,Data Scientist,Bangalore,Data Scientist,1143861.0
Tempworks Services,Data Scientist,Bangalore,Data Scientist,1700000.0
ABC Tech,Data Scientist,Bangalore,Data Scientist,732816.0
VIT Infotech,Data Scientist,Bangalore,Data Scientist,900000.0
Allstate India,Data Scientist,Bangalore,Data Scientist,1203900.0
Integra Micro Software Services (P),Data Scientist,Bangalore,Data Scientist,1013978.0
MoneyTap,Data Scientist,Bangalore,Data Scientist,3097936.0
Siemens Healthineers,Data Scientist,Bangalore,Data Scientist,304188.0
Almug,Data Scientist,Bangalore,Data Scientist,913932.0
Refinitiv,Data Scientist,Bangalore,Data Scientist,513852.0
Ragle,Data Scientist,Bangalore,Data Scientist,800000.0
Tata Consultancy Services,Data Scientist,Bangalore,Data Scientist,374688.0
eTeam,Data Scientist,Bangalore,Data Scientist,700000.0
Skit,Data Scientist,Bangalore,Data Scientist,1500000.0
Vois (India),Data Scientist,Bangalore,Data Scientist,1739484.0
Cyient,Data Scientist,Bangalore,Data Scientist,1008616.0
Saankhya Labs,Data Scientist,Bangalore,Data Scientist,1600000.0
Losch Engineering,Data Scientist,Bangalore,Data Scientist,1214724.0
CAET Project Management Consultants,Data Scientist,Bangalore,Data Scientist,1000000.0
AMPROVIT TECHNOLOGIES,Data Scientist,Bangalore,Data Scientist,810204.0
Centelon,Data Scientist,Bangalore,Data Scientist,500000.0
BCA,Data Scientist,Bangalore,Data Scientist,608388.0
Danske Bank,Data Scientist,Bangalore,Data Scientist,1451778.0
Lam Research,Data Scientist,Bangalore,Data Scientist,1203913.0
Kiwi labs,Data Scientist,Bangalore,Data Scientist,3411087.0
BidMath,Data Scientist,Bangalore,Data Scientist,1032645.0
Siemens Healthineers,Data Scientist,Bangalore,Data Scientist,2005493.0
Kashish Corporation,Data Scientist,Bangalore,Data Scientist,306968.0
Mu Sigma,Data Scientist,Bangalore,Data Scientist,722247.0
IITS,Data Scientist,Bangalore,Data Scientist,588795.0
Professional Data Analysts,Data Scientist,Bangalore,Data Scientist,2009790.0
CognitiveWorks,Data Scientist,Bangalore,Data Scientist,535268.0
Metteyya Analytics,Data Scientist,Bangalore,Data Scientist,1451778.0
Innominds Software,Data Scientist,Bangalore,Data Scientist,939603.0
Signify,Data Scientist,Bangalore,Data Scientist,1012266.0
XYZ (Turkey),Data Scientist,Bangalore,Data Scientist,2009790.0
Trident Information Systems,Data Scientist,Bangalore,Data Scientist,481741.0
Arvind Internet,Data Scientist,Bangalore,Data Scientist,700000.0
VJTI,Data Scientist,Bangalore,Data Scientist,433404.0
VE Commercial Vehicles,Data Scientist,Bangalore,Data Scientist,674844.0
Dozee,Data Scientist,Bangalore,Data Scientist,912580.0
Levi Strauss,Data Scientist,Bangalore,Data Scientist,472514.0
Tech Mahindra,Data Scientist,Bangalore,Data Scientist,1284643.0
AscentHR Services,Data Scientist,Bangalore,Data Scientist,354237.0
OnlyGroup Healthcare,Data Scientist,Bangalore,Data Scientist,616488.0
DataScience.com,Data Scientist,Bangalore,Data Scientist,1205880.0
WNS,Data Scientist,Bangalore,Data Scientist,1340000.0
Schlumberger,Data Scientist,Bangalore,Data Scientist,1088834.0
Atos-Syntel,Data Scientist,Bangalore,Data Scientist,409290.0
Forec Software Solutions,Data Scientist,Bangalore,Data Scientist,613519.0
Tata Consultancy Services,Data Scientist,Pune,Data Scientist,717331.0
Innoplexus,Data Scientist,Pune,Data Scientist,1163186.0
IBM,Data Scientist,Pune,Data Scientist,1036536.0
AlgoAnalytics Financial Consultancy,Data Scientist,Pune,Data Scientist,742883.0
ZS Associates,Data Scientist,Pune,Data Scientist,1294039.0
Wolters Kluwer,Data Scientist,Pune,Data Scientist,1154579.0
Cognizant Technology Solutions,Data Scientist,Pune,Data Scientist,765632.0
Accenture,Data Scientist,Pune,Data Scientist,602937.0
Wipro,Data Scientist,Pune,Data Scientist,1150000.0
Zensar Technologies,Data Scientist,Pune,Data Scientist,854957.0
Bajaj Finance,Data Scientist,Pune,Data Scientist,956307.0
SG Analytics,Data Scientist,Pune,Data Scientist,816946.0
ThinkBumblebee Analytics,Data Scientist,Pune,Data Scientist,1070536.0
Michelin,Data Scientist,Pune,Data Scientist,1146043.0
Tech Mahindra,Data Scientist,Pune,Data Scientist,1114163.0
Schlumberger,Data Scientist,Pune,Data Scientist,2054972.0
Merkle,Data Scientist,Pune,Data Scientist,1134768.0
Infosys,Data Scientist,Pune,Data Scientist,878252.0
Capgemini,Data Scientist,Pune,Data Scientist,898351.0
LTI,Data Scientist,Pune,Data Scientist,814017.0
First Student,Data Scientist,Pune,Data Scientist,425000.0
Vodafone,Data Scientist,Pune,Data Scientist,940423.0
Eaton,Data Scientist,Pune,Data Scientist,1121845.0
T-Systems,Data Scientist,Pune,Data Scientist,1215906.0
Coupa Software Inc,Data Scientist,Pune,Data Scientist,1055811.0
Aera Technology,Data Scientist,Pune,Data Scientist,1622612.0
ABC,Data Scientist,Pune,Data Scientist,506988.0
Amdocs,Data Scientist,Pune,Data Scientist,718534.0
Atos-Syntel,Data Scientist,Pune,Data Scientist,423422.0
Barclays,Data Scientist,Pune,Data Scientist,1733746.0
KPIT Technologies,Data Scientist,Pune,Data Scientist,1655120.0
Credit Suisse,Data Scientist,Pune,Data Scientist,1421672.0
Saama Technologies,Data Scientist,Pune,Data Scientist,934857.0
Exela Technologies,Data Scientist,Pune,Data Scientist,856429.0
Abzooba,Data Scientist,Pune,Data Scientist,1800000.0
Linsyssoft Technologies,Data Scientist,Pune,Data Scientist,411680.0
HCL Technologies,Data Scientist,Pune,Data Scientist,734976.0
Fresher,Data Scientist,Pune,Data Scientist,623040.0
Axis Bank,Data Scientist,Pune,Data Scientist,2793552.0
Freelancer,Data Scientist,Pune,Data Scientist,1001630.0
Citi,Data Scientist,Pune,Data Scientist,1577759.0
ADP,Data Scientist,Pune,Data Scientist,629892.0
John Deere,Data Scientist,Pune,Data Scientist,1463658.0
Xoriant,Data Scientist,Pune,Data Scientist,1772001.0
GS Lab,Data Scientist,Pune,Data Scientist,834387.0
Searce,Data Scientist,Pune,Data Scientist,828221.0
Globant,Data Scientist,Pune,Data Scientist,1203300.0
e-Zest Solutions,Data Scientist,Pune,Data Scientist,932104.0
Datametica,Data Scientist,Pune,Data Scientist,983550.0
Vyom Labs,Data Scientist,Pune,Data Scientist,305352.0
Knorex,Data Scientist,Pune,Data Scientist,641700.0
CanWill Technologies,Data Scientist,Pune,Data Scientist,1161602.0
ThinkBridge,Data Scientist,Pune,Data Scientist,756696.0
Coditation Systems,Data Scientist,Pune,Data Scientist,563724.0
MindBowser Info Solutions,Data Scientist,Pune,Data Scientist,283914.0
Climate Connect,Data Scientist,Pune,Data Scientist,731758.0
Tech9,Data Scientist,Pune,Data Scientist,1687208.0
Eagle TK Infotech,Data Scientist,Pune,Data Scientist,713466.0
Fusion Practices,Data Scientist,Pune,Data Scientist,675000.0
Xeco,Data Scientist,Pune,Data Scientist,499961.0
DeepTek Medical Imaging,Data Scientist,Pune,Data Scientist,895000.0
vElement,Data Scientist,Pune,Data Scientist,253851.0
Asquared IoT,Data Scientist,Pune,Data Scientist,637645.0
HiLabs (MD),Data Scientist,Pune,Data Scientist,1954650.0
Jash Data Sciences,Data Scientist,Pune,Data Scientist,669083.0
HiLabs,Data Scientist,Pune,Data Scientist,1833778.0
Tata Consultancy Services,Data Scientist,Pune,Data Scientist,300000.0
Amazon,Data Scientist,Pune,Data Scientist,115884.0
Amazon,Data Scientist,Pune,Data Scientist,619069.0
Genpact,Data Scientist,Pune,Data Scientist,1600000.0
Fresher,Data Scientist,Pune,Data Scientist,361764.0
DXC Technology,Data Scientist,Pune,Data Scientist,400000.0
KPMG,Data Scientist,Pune,Data Scientist,642322.0
ABC,Data Scientist,Pune,Data Scientist,1216776.0
Larsen & Toubro,Data Scientist,Pune,Data Scientist,360000.0
Concentrix,Data Scientist,Pune,Data Scientist,3468540.0
Honeywell,Data Scientist,Pune,Data Scientist,1438481.0
DONE by NONE,Data Scientist,Pune,Data Scientist,1200000.0
DONE by NONE,Data Scientist,Pune,Data Scientist,301469.0
Siemens,Data Scientist,Pune,Data Scientist,840000.0
Nones,Data Scientist,Pune,Data Scientist,600000.0
ITC Infotech,Data Scientist,Pune,Data Scientist,642322.0
Mahindra,Data Scientist,Pune,Data Scientist,905000.0
Kotak Mahindra,Data Scientist,Pune,Data Scientist,623238.0
eClerx,Data Scientist,Pune,Data Scientist,870000.0
BNY Mellon,Data Scientist,Pune,Data Scientist,770784.0
Zomato,Data Scientist,Pune,Data Scientist,1250000.0
Hinduja Global Solutions,Data Scientist,Pune,Data Scientist,1176710.0
Other,Data Scientist,Pune,Data Scientist,414794.0
Thoughtworks,Data Scientist,Pune,Data Scientist,2569287.0
Fractal,Data Scientist,Pune,Data Scientist,1404565.0
TietoEVRY,Data Scientist,Pune,Data Scientist,787318.0
Yash Technologies,Data Scientist,Pune,Data Scientist,2054972.0
CitiusTech,Data Scientist,Pune,Data Scientist,1203913.0
Unacademy,Data Scientist,Pune,Data Scientist,702283.0
UBS,Data Scientist,Pune,Data Scientist,939603.0
Netcracker Technology,Data Scientist,Pune,Data Scientist,1805869.0
Cummins,Data Scientist,Pune,Data Scientist,500000.0
Capgemini Invent,Data Scientist,Pune,Data Scientist,1300000.0
Siemens Digital Industries Software,Data Scientist,Pune,Data Scientist,912580.0
Johnson Controls,Data Scientist,Pune,Data Scientist,467428.0
Dassault Systemes,Data Scientist,Pune,Data Scientist,983196.0
Ugam,Data Scientist,Pune,Data Scientist,1252803.0
Apple,Data Scientist,Pune,Data Scientist,1507820.0
MetLife,Data Scientist,Pune,Data Scientist,417954.0
STL - Sterlite Technologies Limited,Data Scientist,Pune,Data Scientist,1036984.0
Visteon,Data Scientist,Pune,Data Scientist,2411749.0
PhonePe,Data Scientist,Pune,Data Scientist,2550000.0
C-DAC,Data Scientist,Pune,Data Scientist,449896.0
Nothing Something,Data Scientist,Pune,Data Scientist,501630.0
Attra,Data Scientist,Pune,Data Scientist,2249481.0
NICE,Data Scientist,Pune,Data Scientist,1649524.0
Sokrati,Data Scientist,Pune,Data Scientist,326820.0
Pitney Bowes,Data Scientist,Pune,Data Scientist,755000.0
AXA,Data Scientist,Pune,Data Scientist,1070000.0
FirstCry com,Data Scientist,Pune,Data Scientist,808848.0
Maxgen Technologies,Data Scientist,Pune,Data Scientist,202452.0
TCS e-Serve International,Data Scientist,Pune,Data Scientist,1031782.0
Internshala,Data Scientist,Pune,Data Scientist,542139.0
Michelin,Data Scientist,Pune,Data Scientist,154152.0
Micron Technology,Data Scientist,Pune,Data Scientist,1400000.0
BlueConch Technologies,Data Scientist,Pune,Data Scientist,1104109.0
FIGmd,Data Scientist,Pune,Data Scientist,750000.0
TomTom,Data Scientist,Pune,Data Scientist,616492.0
Datametica,Data Scientist,Pune,Data Scientist,230124.0
FreshersLive,Data Scientist,Pune,Data Scientist,306968.0
Innoplexus,Data Scientist,Pune,Data Scientist,366408.0
Dream11,Data Scientist,Pune,Data Scientist,2248126.0
Sandvik,Data Scientist,Pune,Data Scientist,300000.0
SS Supply Chain Solutions,Data Scientist,Pune,Data Scientist,1312312.0
Cognizant Softvision,Data Scientist,Pune,Data Scientist,498618.0
University of Pune,Data Scientist,Pune,Data Scientist,1003261.0
Goodwill,Data Scientist,Pune,Data Scientist,144000.0
Goodwill,Data Scientist,Pune,Data Scientist,619069.0
IVL Global,Data Scientist,Pune,Data Scientist,668980.0
Coupa Software Inc,Data Scientist,Pune,Data Scientist,80000.0
Verificient Technologies,Data Scientist,Pune,Data Scientist,132432.0
Clairvoyant,Data Scientist,Pune,Data Scientist,1800000.0
The Fresh Market,Data Scientist,Pune,Data Scientist,306968.0
Tata Research Development and Design Centre,Data Scientist,Pune,Data Scientist,1267472.0
Medline Industries,Data Scientist,Pune,Data Scientist,1461604.0
Amphisoft Technologies,Data Scientist,Pune,Data Scientist,3517133.0
Pratham,Data Scientist,Pune,Data Scientist,456000.0
Evolent Health,Data Scientist,Pune,Data Scientist,1541229.0
Presidency University (Bangalore),Data Scientist,Pune,Data Scientist,725889.0
Smartek21,Data Scientist,Pune,Data Scientist,1200000.0
Google Cloud,Data Scientist,Pune,Data Scientist,3211608.0
ABC do ABC,Data Scientist,Pune,Data Scientist,513743.0
Apar Technologies,Data Scientist,Pune,Data Scientist,500000.0
Professional Data Analysts,Data Scientist,Pune,Data Scientist,1200000.0
Bajaj Finserv Health,Data Scientist,Pune,Data Scientist,1300000.0
PharmaACE,Data Scientist,Pune,Data Scientist,700000.0
advids.co,Data Scientist,Pune,Data Scientist,965940.0
Xcaliber Infotech,Data Scientist,Pune,Data Scientist,642322.0
MIT World Peace University,Data Scientist,Pune,Data Scientist,120000.0
iNeuron,Data Scientist,Pune,Data Scientist,243360.0
vPhrase,Data Scientist,Pune,Data Scientist,541685.0
AAKASH,Data Scientist,Pune,Data Scientist,601956.0
Ascentrik Research Services,Data Scientist,Pune,Data Scientist,128460.0
EarlySalary.com,Data Scientist,Pune,Data Scientist,1566004.0
Motifworks,Data Scientist,Pune,Data Scientist,969321.0
Helpshift,Data Scientist,Pune,Data Scientist,817056.0
ROHIT KUMAR MODI,Data Scientist,Pune,Data Scientist,400000.0
ThinkBumblebee Analytics,Data Scientist,Pune,Data Scientist,1307815.0
Globex Digital Solutions,Data Scientist,Pune,Data Scientist,1284643.0
ThinkBumblebee Analytics,Data Scientist,Pune,Data Scientist,124644.0
Innodatatics,Data Scientist,Pune,Data Scientist,180000.0
Innodatatics,Data Scientist,Pune,Data Scientist,623238.0
Viajes,Data Scientist,Pune,Data Scientist,829587.0
OnlineSales.ai,Data Scientist,Pune,Data Scientist,144479.0
Comscore,Data Scientist,Pune,Data Scientist,1216773.0
Ellicium Solutions Private Limited,Data Scientist,Pune,Data Scientist,247678.0
Yagna iQ,Data Scientist,Pune,Data Scientist,234060.0
Tops Office Pros Business Services,Data Scientist,Pune,Data Scientist,619069.0
Apptware,Data Scientist,Pune,Data Scientist,2073969.0
Savitribai Phule Pune University,Data Scientist,Pune,Data Scientist,700000.0
Seventh Contact Hiring Solutions,Data Scientist,Pune,Data Scientist,3008206.0
CoreView Systems,Data Scientist,Pune,Data Scientist,514600.0
Peak,Data Scientist,Pune,Data Scientist,2148775.0
Nitish Verma,Data Scientist,Pune,Data Scientist,1036984.0
Cloud Counselage,Data Scientist,Pune,Data Scientist,129240.0
Gibots,Data Scientist,Pune,Data Scientist,412713.0
SCORG Technologies,Data Scientist,Pune,Data Scientist,646214.0
GeoSpoc,Data Scientist,Pune,Data Scientist,1252800.0
Infodeal,Data Scientist,Pune,Data Scientist,849156.0
BancTec,Data Scientist,Pune,Data Scientist,641549.0
American Student Assistance,Data Scientist,Pune,Data Scientist,311100.0
Ajeenkya DY Patil University,Data Scientist,Pune,Data Scientist,414794.0
Raghavendra Rathore Jodhpur,Data Scientist,Pune,Data Scientist,1567329.0
Aventior,Data Scientist,Pune,Data Scientist,481741.0
Navidium,Data Scientist,Pune,Data Scientist,681546.0
Open Insights,Data Scientist,Pune,Data Scientist,1124740.0
Pantech Solutions,Data Scientist,Pune,Data Scientist,300000.0
Express Analytics,Data Scientist,Pune,Data Scientist,877015.0
Optra Health,Data Scientist,Pune,Data Scientist,1722605.0
WebShar,Data Scientist,Pune,Data Scientist,888545.0
Kudos Finance and Investments,Data Scientist,Pune,Data Scientist,404904.0
Oasis HR Corporate Solutions,Data Scientist,Pune,Data Scientist,854957.0
Tribes.AI,Data Scientist,Pune,Data Scientist,420000.0
Argus System,Data Scientist,Pune,Data Scientist,595000.0
IFS India Mercantile,Data Scientist,Pune,Data Scientist,610000.0
Pisyst,Data Scientist,Pune,Data Scientist,1284648.0
Comsense Technologies,Data Scientist,Pune,Data Scientist,396166.0
Entrepreneurs' Organization,Data Scientist,Pune,Data Scientist,960084.0
Pivotchain Solutions,Data Scientist,Pune,Data Scientist,602937.0
ManCorp Innovation Labs,Data Scientist,Pune,Data Scientist,120000.0
Neo Media World,Data Scientist,Pune,Data Scientist,960000.0
Samyak Software,Data Scientist,Pune,Data Scientist,742884.0
Robertshaw,Data Scientist,Pune,Data Scientist,300978.0
JarvisSoft Technology,Data Scientist,Pune,Data Scientist,506133.0
EC Infosolutions,Data Scientist,Pune,Data Scientist,912580.0
FogHorn Systems,Data Scientist,Pune,Data Scientist,2300000.0
NutaNXT Technologies,Data Scientist,Pune,Data Scientist,841226.0
Speed TechServe,Data Scientist,Pune,Data Scientist,720000.0
IMDb,Data Scientist,Pune,Data Scientist,1203912.0
QiO Technologies,Data Scientist,Pune,Data Scientist,3517133.0
Expert Freelancer Inc.,Data Scientist,Pune,Data Scientist,553419.0
Arya Solution,Data Scientist,Pune,Data Scientist,550000.0
Strattek Consulting,Data Scientist,Pune,Data Scientist,96000.0
GoDutch Marketing,Data Scientist,Pune,Data Scientist,359620.0
TorcAI,Data Scientist,Pune,Data Scientist,1507343.0
Srivenk Soft Solutions,Data Scientist,Pune,Data Scientist,652120.0
Automaton AI,Data Scientist,Pune,Data Scientist,637739.0
Shogini Technoarts,Data Scientist,Pune,Data Scientist,361124.0
GOLDFINCH,Data Scientist,Pune,Data Scientist,1244376.0
Amobee,Data Scientist,Pune,Data Scientist,1036984.0
Global AI,Data Scientist,Pune,Data Scientist,731081.0
Elie Tahari,Data Scientist,Pune,Data Scientist,1070536.0
Aktana,Data Scientist,Pune,Data Scientist,1800000.0
